continent,location,date,new_vaccinations,MediaMovelVacinados
"South America",Argentina,2020-05-29,,0.0000
"South America",Argentina,2020-05-30,,0.0000
"South America",Argentina,2020-05-31,,0.0000
"South America",Argentina,2020-06-01,,0.0000
"South America",Argentina,2020-06-02,,0.0000
"South America",Argentina,2020-06-03,,0.0000
"South America",Argentina,2020-06-04,,0.0000
"South America",Argentina,2020-06-05,,0.0000
"South America",Argentina,2020-06-06,,0.0000
"South America",Argentina,2020-06-07,,0.0000
"South America",Argentina,2020-06-08,,0.0000
"South America",Argentina,2020-06-09,,0.0000
"South America",Argentina,2020-06-10,,0.0000
"South America",Argentina,2020-06-11,,0.0000
"South America",Argentina,2020-06-12,,0.0000
"South America",Argentina,2020-06-13,,0.0000
"South America",Argentina,2020-06-14,,0.0000
"South America",Argentina,2020-06-15,,0.0000
"South America",Argentina,2020-06-16,,0.0000
"South America",Argentina,2020-06-17,,0.0000
"South America",Argentina,2020-06-18,,0.0000
"South America",Argentina,2020-06-19,,0.0000
"South America",Argentina,2020-06-20,,0.0000
"South America",Argentina,2020-06-21,,0.0000
"South America",Argentina,2020-06-22,,0.0000
"South America",Argentina,2020-06-23,,0.0000
"South America",Argentina,2020-06-24,,0.0000
"South America",Argentina,2020-06-25,,0.0000
"South America",Argentina,2020-06-26,,0.0000
"South America",Argentina,2020-06-27,,0.0000
"South America",Argentina,2020-06-28,,0.0000
"South America",Argentina,2020-06-29,,0.0000
"South America",Argentina,2020-06-30,,0.0000
"South America",Argentina,2020-07-01,,0.0000
"South America",Argentina,2020-07-02,,0.0000
"South America",Argentina,2020-07-03,,0.0000
"South America",Argentina,2020-07-04,,0.0000
"South America",Argentina,2020-07-05,,0.0000
"South America",Argentina,2020-07-06,,0.0000
"South America",Argentina,2020-07-07,,0.0000
"South America",Argentina,2020-07-08,,0.0000
"South America",Argentina,2020-07-09,,0.0000
"South America",Argentina,2020-07-10,,0.0000
"South America",Argentina,2020-07-11,,0.0000
"South America",Argentina,2020-07-12,,0.0000
"South America",Argentina,2020-07-13,,0.0000
"South America",Argentina,2020-07-14,,0.0000
"South America",Argentina,2020-07-15,,0.0000
"South America",Argentina,2020-07-16,,0.0000
"South America",Argentina,2020-07-17,,0.0000
"South America",Argentina,2020-07-18,,0.0000
"South America",Argentina,2020-07-19,,0.0000
"South America",Argentina,2020-07-20,,0.0000
"South America",Argentina,2020-07-21,,0.0000
"South America",Argentina,2020-07-22,,0.0000
"South America",Argentina,2020-07-23,,0.0000
"South America",Argentina,2020-07-24,,0.0000
"South America",Argentina,2020-07-25,,0.0000
"South America",Argentina,2020-07-26,,0.0000
"South America",Argentina,2020-07-27,,0.0000
"South America",Argentina,2020-07-28,,0.0000
"South America",Argentina,2020-07-29,,0.0000
"South America",Argentina,2020-07-30,,0.0000
"South America",Argentina,2020-07-31,,0.0000
"South America",Argentina,2020-08-01,,0.0000
"South America",Argentina,2020-08-02,,0.0000
"South America",Argentina,2020-08-03,,0.0000
"South America",Argentina,2020-08-04,,0.0000
"South America",Argentina,2020-08-05,,0.0000
"South America",Argentina,2020-08-06,,0.0000
"South America",Argentina,2020-08-07,,0.0000
"South America",Argentina,2020-08-08,,0.0000
"South America",Argentina,2020-08-09,,0.0000
"South America",Argentina,2020-08-10,,0.0000
"South America",Argentina,2020-08-11,,0.0000
"South America",Argentina,2020-08-12,,0.0000
"South America",Argentina,2020-08-13,,0.0000
"South America",Argentina,2020-08-14,,0.0000
"South America",Argentina,2020-08-15,,0.0000
"South America",Argentina,2020-08-16,,0.0000
"South America",Argentina,2020-08-17,,0.0000
"South America",Argentina,2020-08-18,,0.0000
"South America",Argentina,2020-08-19,,0.0000
"South America",Argentina,2020-08-20,,0.0000
"South America",Argentina,2020-08-21,,0.0000
"South America",Argentina,2020-08-22,,0.0000
"South America",Argentina,2020-08-23,,0.0000
"South America",Argentina,2020-08-24,,0.0000
"South America",Argentina,2020-08-25,,0.0000
"South America",Argentina,2020-08-26,,0.0000
"South America",Argentina,2020-08-27,,0.0000
"South America",Argentina,2020-08-28,,0.0000
"South America",Argentina,2020-08-29,,0.0000
"South America",Argentina,2020-08-30,,0.0000
"South America",Argentina,2020-08-31,,0.0000
"South America",Argentina,2020-09-01,,0.0000
"South America",Argentina,2020-09-02,,0.0000
"South America",Argentina,2020-09-03,,0.0000
"South America",Argentina,2020-09-04,,0.0000
"South America",Argentina,2020-09-05,,0.0000
"South America",Argentina,2020-09-06,,0.0000
"South America",Argentina,2020-09-07,,0.0000
"South America",Argentina,2020-09-08,,0.0000
"South America",Argentina,2020-09-09,,0.0000
"South America",Argentina,2020-09-10,,0.0000
"South America",Argentina,2020-09-11,,0.0000
"South America",Argentina,2020-09-12,,0.0000
"South America",Argentina,2020-09-13,,0.0000
"South America",Argentina,2020-09-14,,0.0000
"South America",Argentina,2020-09-15,,0.0000
"South America",Argentina,2020-09-16,,0.0000
"South America",Argentina,2020-09-17,,0.0000
"South America",Argentina,2020-09-18,,0.0000
"South America",Argentina,2020-09-19,,0.0000
"South America",Argentina,2020-09-20,,0.0000
"South America",Argentina,2020-09-21,,0.0000
"South America",Argentina,2020-09-22,,0.0000
"South America",Argentina,2020-09-23,,0.0000
"South America",Argentina,2020-09-24,,0.0000
"South America",Argentina,2020-09-25,,0.0000
"South America",Argentina,2020-09-26,,0.0000
"South America",Argentina,2020-09-27,,0.0000
"South America",Argentina,2020-09-28,,0.0000
"South America",Argentina,2020-09-29,,0.0000
"South America",Argentina,2020-09-30,,0.0000
"South America",Argentina,2020-10-01,,0.0000
"South America",Argentina,2020-10-02,,0.0000
"South America",Argentina,2020-10-03,,0.0000
"South America",Argentina,2020-10-04,,0.0000
"South America",Argentina,2020-10-05,,0.0000
"South America",Argentina,2020-10-06,,0.0000
"South America",Argentina,2020-10-07,,0.0000
"South America",Argentina,2020-10-08,,0.0000
"South America",Argentina,2020-10-09,,0.0000
"South America",Argentina,2020-10-10,,0.0000
"South America",Argentina,2020-10-11,,0.0000
"South America",Argentina,2020-10-12,,0.0000
"South America",Argentina,2020-10-13,,0.0000
"South America",Argentina,2020-10-14,,0.0000
"South America",Argentina,2020-10-15,,0.0000
"South America",Argentina,2020-10-16,,0.0000
"South America",Argentina,2020-10-17,,0.0000
"South America",Argentina,2020-10-18,,0.0000
"South America",Argentina,2020-10-19,,0.0000
"South America",Argentina,2020-10-20,,0.0000
"South America",Argentina,2020-10-21,,0.0000
"South America",Argentina,2020-10-22,,0.0000
"South America",Argentina,2020-10-23,,0.0000
"South America",Argentina,2020-10-24,,0.0000
"South America",Argentina,2020-10-25,,0.0000
"South America",Argentina,2020-10-26,,0.0000
"South America",Argentina,2020-10-27,,0.0000
"South America",Argentina,2020-10-28,,0.0000
"South America",Argentina,2020-10-29,,0.0000
"South America",Argentina,2020-10-30,,0.0000
"South America",Argentina,2020-10-31,,0.0000
"South America",Argentina,2020-11-01,,0.0000
"South America",Argentina,2020-11-02,,0.0000
"South America",Argentina,2020-11-03,,0.0000
"South America",Argentina,2020-11-04,,0.0000
"South America",Argentina,2020-11-05,,0.0000
"South America",Argentina,2020-11-06,,0.0000
"South America",Argentina,2020-11-07,,0.0000
"South America",Argentina,2020-11-08,,0.0000
"South America",Argentina,2020-11-09,,0.0000
"South America",Argentina,2020-11-10,,0.0000
"South America",Argentina,2020-11-11,,0.0000
"South America",Argentina,2020-11-12,,0.0000
"South America",Argentina,2020-11-13,,0.0000
"South America",Argentina,2020-11-14,,0.0000
"South America",Argentina,2020-11-15,,0.0000
"South America",Argentina,2020-11-16,,0.0000
"South America",Argentina,2020-11-17,,0.0000
"South America",Argentina,2020-11-18,,0.0000
"South America",Argentina,2020-11-19,,0.0000
"South America",Argentina,2020-11-20,,0.0000
"South America",Argentina,2020-11-21,,0.0000
"South America",Argentina,2020-11-22,,0.0000
"South America",Argentina,2020-11-23,,0.0000
"South America",Argentina,2020-11-24,,0.0000
"South America",Argentina,2020-11-25,,0.0000
"South America",Argentina,2020-11-26,,0.0000
"South America",Argentina,2020-11-27,,0.0000
"South America",Argentina,2020-11-28,,0.0000
"South America",Argentina,2020-11-29,,0.0000
"South America",Argentina,2020-11-30,,0.0000
"South America",Argentina,2020-12-01,,0.0000
"South America",Argentina,2020-12-02,,0.0000
"South America",Argentina,2020-12-03,,0.0000
"South America",Argentina,2020-12-04,,0.0000
"South America",Argentina,2020-12-05,,0.0000
"South America",Argentina,2020-12-06,,0.0000
"South America",Argentina,2020-12-07,,0.0000
"South America",Argentina,2020-12-08,,0.0000
"South America",Argentina,2020-12-09,,0.0000
"South America",Argentina,2020-12-10,,0.0000
"South America",Argentina,2020-12-11,,0.0000
"South America",Argentina,2020-12-12,,0.0000
"South America",Argentina,2020-12-13,,0.0000
"South America",Argentina,2020-12-14,,0.0000
"South America",Argentina,2020-12-15,,0.0000
"South America",Argentina,2020-12-16,,0.0000
"South America",Argentina,2020-12-17,,0.0000
"South America",Argentina,2020-12-18,,0.0000
"South America",Argentina,2020-12-19,,0.0000
"South America",Argentina,2020-12-20,,0.0000
"South America",Argentina,2020-12-21,,0.0000
"South America",Argentina,2020-12-22,,0.0000
"South America",Argentina,2020-12-23,,0.0000
"South America",Argentina,2020-12-24,,0.0000
"South America",Argentina,2020-12-25,,0.0000
"South America",Argentina,2020-12-26,,0.0000
"South America",Argentina,2020-12-27,,0.0000
"South America",Argentina,2020-12-28,,0.0000
"South America",Argentina,2020-12-29,,0.0000
"South America",Argentina,2020-12-30,,0.0000
"South America",Argentina,2020-12-31,,0.0000
"South America",Argentina,2021-01-01,,0.0000
"South America",Argentina,2021-01-02,,0.0000
"South America",Argentina,2021-01-03,,0.0000
"South America",Argentina,2021-01-04,,0.0000
"South America",Argentina,2021-01-05,,0.0000
"South America",Argentina,2021-01-06,,0.0000
"South America",Argentina,2021-01-07,,0.0000
"South America",Argentina,2021-01-08,,0.0000
"South America",Argentina,2021-01-09,,0.0000
"South America",Argentina,2021-01-10,,0.0000
"South America",Argentina,2021-01-11,,0.0000
"South America",Argentina,2021-01-12,,0.0000
"South America",Argentina,2021-01-13,,0.0000
"South America",Argentina,2021-01-14,,0.0000
"South America",Argentina,2021-01-15,,0.0000
"South America",Argentina,2021-01-16,,0.0000
"South America",Argentina,2021-01-17,,0.0000
"South America",Argentina,2021-01-18,,0.0000
"South America",Argentina,2021-01-19,,0.0000
"South America",Argentina,2021-01-20,,0.0000
"South America",Argentina,2021-01-21,17791,45.9716
"South America",Argentina,2021-01-22,13878,81.6211
"South America",Argentina,2021-01-23,8462,103.1645
"South America",Argentina,2021-01-24,3959,113.0513
"South America",Argentina,2021-01-25,363,113.6905
"South America",Argentina,2021-01-26,13494,147.8240
"South America",Argentina,2021-01-27,12153,178.3715
"South America",Argentina,2021-01-28,9966,203.2132
"South America",Argentina,2021-01-29,16035,243.2937
"South America",Argentina,2021-01-30,22350,299.1187
"South America",Argentina,2021-01-31,,298.3652
"South America",Argentina,2021-02-01,,297.6156
"South America",Argentina,2021-02-02,,296.8697
"South America",Argentina,2021-02-03,,296.1275
"South America",Argentina,2021-02-04,47456,413.7332
"South America",Argentina,2021-02-05,,412.7040
"South America",Argentina,2021-02-06,,411.6799
"South America",Argentina,2021-02-07,29769,484.3465
"South America",Argentina,2021-02-08,10430,508.9037
"South America",Argentina,2021-02-09,1596,511.5813
"South America",Argentina,2021-02-10,22125,564.6855
"South America",Argentina,2021-02-11,37625,655.5196
"South America",Argentina,2021-02-12,18704,699.6479
"South America",Argentina,2021-02-13,14613,733.5829
"South America",Argentina,2021-02-14,3360,739.9732
"South America",Argentina,2021-02-15,186,738.6286
"South America",Argentina,2021-02-16,1378,740.1768
"South America",Argentina,2021-02-17,1153,741.1739
"South America",Argentina,2021-02-18,23261,795.4386
"South America",Argentina,2021-02-19,33071,873.0240
"South America",Argentina,2021-02-20,38494,963.2422
"South America",Argentina,2021-02-21,13119,992.3230
"South America",Argentina,2021-02-22,1967,994.6492
"South America",Argentina,2021-02-23,24381,1050.3310
"South America",Argentina,2021-02-24,33840,1128.2162
"South America",Argentina,2021-02-25,49377,1242.5498
"South America",Argentina,2021-02-26,74083,1414.7494
"South America",Argentina,2021-02-27,80980,1602.4033
"South America",Argentina,2021-02-28,40108,1693.0047
"South America",Argentina,2021-03-01,24166,1745.7582
"South America",Argentina,2021-03-02,76939,1921.8548
"South America",Argentina,2021-03-03,55184,2046.2991
"South America",Argentina,2021-03-04,71169,2207.4242
"South America",Argentina,2021-03-05,105135,2446.7907
"South America",Argentina,2021-03-06,,2441.1137
"South America",Argentina,2021-03-07,,2435.4630
"South America",Argentina,2021-03-08,20621,2477.4619
"South America",Argentina,2021-03-09,102258,2707.3710
"South America",Argentina,2021-03-10,125481,2989.6092
"South America",Argentina,2021-03-11,144636,3314.4862
"South America",Argentina,2021-03-12,179131,3716.8124
"South America",Argentina,2021-03-13,196533,4157.0320
"South America",Argentina,2021-03-14,86691,4345.0364
"South America",Argentina,2021-03-15,22765,4386.9000
"South America",Argentina,2021-03-16,137168,4687.9909
"South America",Argentina,2021-03-17,126741,4964.1290
"South America",Argentina,2021-03-18,137050,5262.2912
"South America",Argentina,2021-03-19,134211,5552.7162
"South America",Argentina,2021-03-20,124500,5820.0135
"South America",Argentina,2021-03-21,55964,5932.4439
"South America",Argentina,2021-03-22,22616,5969.7673
"South America",Argentina,2021-03-23,98287,6175.8326
"South America",Argentina,2021-03-24,88202,6358.5189
"South America",Argentina,2021-03-25,36906,6426.4022
"South America",Argentina,2021-03-26,108576,6652.8980
"South America",Argentina,2021-03-27,96045,6850.6681
"South America",Argentina,2021-03-28,54823,6956.5673
"South America",Argentina,2021-03-29,20785,6987.0264
"South America",Argentina,2021-03-30,98498,7188.1495
"South America",Argentina,2021-03-31,147366,7495.5570
"South America",Argentina,2021-04-01,131085,7765.9934
"South America",Argentina,2021-04-02,100135,7967.6725
"South America",Argentina,2021-04-03,55744,8071.7603
"South America",Argentina,2021-04-04,55609,8175.1022
"South America",Argentina,2021-04-05,26303,8214.4252
"South America",Argentina,2021-04-06,143367,8506.9632
"South America",Argentina,2021-04-07,167644,8850.6717
"South America",Argentina,2021-04-08,199395,9261.3276
"South America",Argentina,2021-04-09,184809,9638.8495
"South America",Argentina,2021-04-10,245445,10144.8712
"South America",Argentina,2021-04-11,112144,10363.2848
"South America",Argentina,2021-04-12,76388,10504.3632
"South America",Argentina,2021-04-13,181878,10869.7655
"South America",Argentina,2021-04-14,183041,11236.0872
"South America",Argentina,2021-04-15,180227,11594.8790
"South America",Argentina,2021-04-16,157870,11904.7839
"South America",Argentina,2021-04-17,133856,12162.6089
"South America",Argentina,2021-04-18,61940,12267.6245
"South America",Argentina,2021-04-19,45742,12338.0968
"South America",Argentina,2021-04-20,98587,12519.2920
"South America",Argentina,2021-04-21,117427,12739.2243
"South America",Argentina,2021-04-22,142870,13011.4644
"South America",Argentina,2021-04-23,113973,13222.2401
"South America",Argentina,2021-04-24,209868,13631.9188
"South America",Argentina,2021-04-25,117670,13848.2141
"South America",Argentina,2021-04-26,79755,13984.9502
"South America",Argentina,2021-04-27,171946,14311.9917
"South America",Argentina,2021-04-28,171336,14636.4215
"South America",Argentina,2021-04-29,157020,14929.9959
"South America",Argentina,2021-04-30,150207,15208.3436
"South America",Argentina,2021-05-01,106257,15395.3018
"South America",Argentina,2021-05-02,26432,15417.9180
"South America",Argentina,2021-05-03,41891,15472.0552
"South America",Argentina,2021-05-04,157218,15761.3327
"South America",Argentina,2021-05-05,194502,16125.3666
"South America",Argentina,2021-05-06,199548,16498.1768
"South America",Argentina,2021-05-07,229630,16930.4929
"South America",Argentina,2021-05-08,181056,17262.7308
"South America",Argentina,2021-05-09,80850,17391.1899
"South America",Argentina,2021-05-10,40162,17437.0988
"South America",Argentina,2021-05-11,114246,17631.8853
"South America",Argentina,2021-05-12,146940,17891.5402
"South America",Argentina,2021-05-13,157566,18171.4489
"South America",Argentina,2021-05-14,162853,18460.8120
"South America",Argentina,2021-05-15,158259,18739.8503
"South America",Argentina,2021-05-16,65160,18832.3207
"South America",Argentina,2021-05-17,75047,18944.0795
"South America",Argentina,2021-05-18,190538,19284.5437
"South America",Argentina,2021-05-19,190557,19623.6970
"South America",Argentina,2021-05-20,165596,19912.1798
"South America",Argentina,2021-05-21,209261,20285.6489
"South America",Argentina,2021-05-22,199877,20639.1752
"South America",Argentina,2021-05-23,108891,20812.5580
"South America",Argentina,2021-05-24,81918,20932.3725
"South America",Argentina,2021-05-25,92741,21072.8982
"South America",Argentina,2021-05-26,88857,21205.2891
"South America",Argentina,2021-05-27,172410,21500.0351
"South America",Argentina,2021-05-28,173257,21795.2821
"South America",Argentina,2021-05-29,229964,22199.4932
"South America",Argentina,2021-05-30,213204,22569.6570
"South America",Argentina,2021-05-31,137396,22791.7582
"South America",Argentina,2021-06-01,239781,23210.6564
"South America",Argentina,2021-06-02,304037,23751.7476
"South America",Argentina,2021-06-03,278080,24240.8404
"South America",Argentina,2021-06-04,294872,24760.2860
"South America",Argentina,2021-06-05,356454,25395.7146
"South America",Argentina,2021-06-06,361972,26039.2639
"South America",Argentina,2021-06-07,243671,26454.5916
"South America",Argentina,2021-06-08,327641,27028.2800
"South America",Argentina,2021-06-09,348929,27640.2586
"South America",Argentina,2021-06-10,340674,28234.2505
"South America",Argentina,2021-06-11,376815,28894.4413
"South America",Argentina,2021-06-12,372518,29544.0132
"South America",Argentina,2021-06-13,184161,29835.7434
"South America",Argentina,2021-06-14,95141,29958.7288
"South America",Argentina,2021-06-15,261726,30394.3816
"South America",Argentina,2021-06-16,232850,30774.2233
"South America",Argentina,2021-06-17,296009,31270.9176
"South America",Argentina,2021-06-18,303307,31779.3963
"South America",Argentina,2021-06-19,361186,32393.9608
"South America",Argentina,2021-06-20,248268,32795.9609
"South America",Argentina,2021-06-21,113510,32945.9870
"South America",Argentina,2021-06-22,181776,33222.1095
"South America",Argentina,2021-06-23,266109,33653.3815
"South America",Argentina,2021-06-24,274896,34099.3013
"South America",Argentina,2021-06-25,284128,34560.6089
"South America",Argentina,2021-06-26,293423,35037.3352
"South America",Argentina,2021-06-27,250237,35432.9228
"South America",Argentina,2021-06-28,202112,35738.7560
"South America",Argentina,2021-06-29,270117,36168.0201
"South America",Argentina,2021-06-30,321628,36689.8848
"South America",Argentina,2021-07-01,364396,37287.8887
"South America",Argentina,2021-07-02,402305,37952.7650
"South America",Argentina,2021-07-03,471399,38740.8491
"South America",Argentina,2021-07-04,,38670.5390
"South America",Bolivia,2020-03-11,,0.0000
"South America",Bolivia,2020-03-12,,0.0000
"South America",Bolivia,2020-03-13,,0.0000
"South America",Bolivia,2020-03-14,,0.0000
"South America",Bolivia,2020-03-15,,0.0000
"South America",Bolivia,2020-03-16,,0.0000
"South America",Bolivia,2020-03-17,,0.0000
"South America",Bolivia,2020-03-18,,0.0000
"South America",Bolivia,2020-03-19,,0.0000
"South America",Bolivia,2020-03-20,,0.0000
"South America",Bolivia,2020-03-21,,0.0000
"South America",Bolivia,2020-03-22,,0.0000
"South America",Bolivia,2020-03-23,,0.0000
"South America",Bolivia,2020-03-24,,0.0000
"South America",Bolivia,2020-03-25,,0.0000
"South America",Bolivia,2020-03-26,,0.0000
"South America",Bolivia,2020-03-27,,0.0000
"South America",Bolivia,2020-03-28,,0.0000
"South America",Bolivia,2020-03-29,,0.0000
"South America",Bolivia,2020-03-30,,0.0000
"South America",Bolivia,2020-03-31,,0.0000
"South America",Bolivia,2020-04-01,,0.0000
"South America",Bolivia,2020-04-02,,0.0000
"South America",Bolivia,2020-04-03,,0.0000
"South America",Bolivia,2020-04-04,,0.0000
"South America",Bolivia,2020-04-05,,0.0000
"South America",Bolivia,2020-04-06,,0.0000
"South America",Bolivia,2020-04-07,,0.0000
"South America",Bolivia,2020-04-08,,0.0000
"South America",Bolivia,2020-04-09,,0.0000
"South America",Bolivia,2020-04-10,,0.0000
"South America",Bolivia,2020-04-11,,0.0000
"South America",Bolivia,2020-04-12,,0.0000
"South America",Bolivia,2020-04-13,,0.0000
"South America",Bolivia,2020-04-14,,0.0000
"South America",Bolivia,2020-04-15,,0.0000
"South America",Bolivia,2020-04-16,,0.0000
"South America",Bolivia,2020-04-17,,0.0000
"South America",Bolivia,2020-04-18,,0.0000
"South America",Bolivia,2020-04-19,,0.0000
"South America",Bolivia,2020-04-20,,0.0000
"South America",Bolivia,2020-04-21,,0.0000
"South America",Bolivia,2020-04-22,,0.0000
"South America",Bolivia,2020-04-23,,0.0000
"South America",Bolivia,2020-04-24,,0.0000
"South America",Bolivia,2020-04-25,,0.0000
"South America",Bolivia,2020-04-26,,0.0000
"South America",Bolivia,2020-04-27,,0.0000
"South America",Bolivia,2020-04-28,,0.0000
"South America",Bolivia,2020-04-29,,0.0000
"South America",Bolivia,2020-04-30,,0.0000
"South America",Bolivia,2020-05-01,,0.0000
"South America",Bolivia,2020-05-02,,0.0000
"South America",Bolivia,2020-05-03,,0.0000
"South America",Bolivia,2020-05-04,,0.0000
"South America",Bolivia,2020-05-05,,0.0000
"South America",Bolivia,2020-05-06,,0.0000
"South America",Bolivia,2020-05-07,,0.0000
"South America",Bolivia,2020-05-08,,0.0000
"South America",Bolivia,2020-05-09,,0.0000
